NO|SIDO_NAME|SIGUNGU_NAME|DONG_NAME
1351|경상남도|진주시|중안동
1352|경상남도|진주시|지수면
1353|경상남도|진주시|진성면
1354|경상남도|진주시|집현면
1355|경상남도|진주시|초전동
1356|경상남도|진주시|충무공동
1357|경상남도|진주시|칠암동
1358|경상남도|진주시|판문동
1359|경상남도|진주시|평거동
1360|경상남도|진주시|평안동
1361|경상남도|진주시|하대동
1362|경상남도|진주시|하촌동
1363|경상남도|진주시|호탄동
1364|경상남도|진주시|
1365|경상남도|창녕군|계성면
1366|경상남도|창녕군|고암면
1367|경상남도|창녕군|길곡면
1368|경상남도|창녕군|남지읍
1369|경상남도|창녕군|대지면
1370|경상남도|창녕군|대합면
1371|경상남도|창녕군|도천면
1372|경상남도|창녕군|부곡면
1373|경상남도|창녕군|성산면
1374|경상남도|창녕군|영산면
1375|경상남도|창녕군|유어면
1376|경상남도|창녕군|이방면
1377|경상남도|창녕군|장마면
1378|경상남도|창녕군|창녕읍
1379|경상남도|창녕군|
1380|경상남도|창원시 마산합포구|가포동
1381|경상남도|창원시 마산합포구|교방동
1382|경상남도|창원시 마산합포구|교원동
1383|경상남도|창원시 마산합포구|구산면
1384|경상남도|창원시 마산합포구|남성동
1385|경상남도|창원시 마산합포구|대내동
1386|경상남도|창원시 마산합포구|대성동1가
1387|경상남도|창원시 마산합포구|대성동2가
1388|경상남도|창원시 마산합포구|대외동
1389|경상남도|창원시 마산합포구|대창동
1390|경상남도|창원시 마산합포구|덕동동
1391|경상남도|창원시 마산합포구|동성동
1392|경상남도|창원시 마산합포구|두월동1가
1393|경상남도|창원시 마산합포구|두월동2가
1394|경상남도|창원시 마산합포구|두월동3가
1395|경상남도|창원시 마산합포구|문화동
1396|경상남도|창원시 마산합포구|반월동
1397|경상남도|창원시 마산합포구|부림동
1398|경상남도|창원시 마산합포구|산호동
1399|경상남도|창원시 마산합포구|상남동
1400|경상남도|창원시 마산합포구|서성동
1401|경상남도|창원시 마산합포구|성호동
1402|경상남도|창원시 마산합포구|수성동
1403|경상남도|창원시 마산합포구|신월동
1404|경상남도|창원시 마산합포구|신창동
1405|경상남도|창원시 마산합포구|신포동1가
1406|경상남도|창원시 마산합포구|신포동2가
1407|경상남도|창원시 마산합포구|신흥동
1408|경상남도|창원시 마산합포구|예곡동
1409|경상남도|창원시 마산합포구|오동동
1410|경상남도|창원시 마산합포구|완월동
1411|경상남도|창원시 마산합포구|우산동
1412|경상남도|창원시 마산합포구|월남동1가
1413|경상남도|창원시 마산합포구|월남동2가
1414|경상남도|창원시 마산합포구|월남동3가
1415|경상남도|창원시 마산합포구|월남동4가
1416|경상남도|창원시 마산합포구|월남동5가
1417|경상남도|창원시 마산합포구|월영동
1418|경상남도|창원시 마산합포구|월포동
1419|경상남도|창원시 마산합포구|유록동
1420|경상남도|창원시 마산합포구|자산동
1421|경상남도|창원시 마산합포구|장군동1가
1422|경상남도|창원시 마산합포구|장군동2가
1423|경상남도|창원시 마산합포구|장군동3가
1424|경상남도|창원시 마산합포구|장군동4가
1425|경상남도|창원시 마산합포구|장군동5가
1426|경상남도|창원시 마산합포구|중성동
1427|경상남도|창원시 마산합포구|중앙동1가
1428|경상남도|창원시 마산합포구|중앙동2가
1429|경상남도|창원시 마산합포구|중앙동3가
1430|경상남도|창원시 마산합포구|진동면
1431|경상남도|창원시 마산합포구|진북면
1432|경상남도|창원시 마산합포구|진전면
1433|경상남도|창원시 마산합포구|창동
1434|경상남도|창원시 마산합포구|창포동1가
1435|경상남도|창원시 마산합포구|창포동2가
1436|경상남도|창원시 마산합포구|창포동3가
1437|경상남도|창원시 마산합포구|청계동
1438|경상남도|창원시 마산합포구|추산동
1439|경상남도|창원시 마산합포구|평화동
1440|경상남도|창원시 마산합포구|해운동
1441|경상남도|창원시 마산합포구|현동
1442|경상남도|창원시 마산합포구|홍문동
1443|경상남도|창원시 마산합포구|화영동
1444|경상남도|창원시 마산합포구|
1445|경상남도|창원시 마산회원구|구암동
1446|경상남도|창원시 마산회원구|내서읍
1447|경상남도|창원시 마산회원구|두척동
1448|경상남도|창원시 마산회원구|봉암동
1449|경상남도|창원시 마산회원구|석전동
1450|경상남도|창원시 마산회원구|양덕동
1451|경상남도|창원시 마산회원구|합성동
1452|경상남도|창원시 마산회원구|회성동
1453|경상남도|창원시 마산회원구|회원동
1454|경상남도|창원시 마산회원구|
1455|경상남도|창원시 성산구|가음동
1456|경상남도|창원시 성산구|가음정동
1457|경상남도|창원시 성산구|귀곡동
1458|경상남도|창원시 성산구|귀산동
1459|경상남도|창원시 성산구|귀현동
1460|경상남도|창원시 성산구|남산동
1461|경상남도|창원시 성산구|남양동
1462|경상남도|창원시 성산구|남지동
1463|경상남도|창원시 성산구|내동
1464|경상남도|창원시 성산구|대방동
1465|경상남도|창원시 성산구|대원동
1466|경상남도|창원시 성산구|두대동
1467|경상남도|창원시 성산구|반림동
1468|경상남도|창원시 성산구|반송동
1469|경상남도|창원시 성산구|반지동
1470|경상남도|창원시 성산구|불모산동
1471|경상남도|창원시 성산구|사파동
1472|경상남도|창원시 성산구|사파정동
1473|경상남도|창원시 성산구|삼동동
1474|경상남도|창원시 성산구|삼정자동
1475|경상남도|창원시 성산구|상남동
1476|경상남도|창원시 성산구|상복동
1477|경상남도|창원시 성산구|성산동
1478|경상남도|창원시 성산구|성주동
1479|경상남도|창원시 성산구|신월동
1480|경상남도|창원시 성산구|신촌동
1481|경상남도|창원시 성산구|안민동
1482|경상남도|창원시 성산구|양곡동
1483|경상남도|창원시 성산구|완암동
1484|경상남도|창원시 성산구|외동
1485|경상남도|창원시 성산구|용지동
1486|경상남도|창원시 성산구|용호동
1487|경상남도|창원시 성산구|웅남동
1488|경상남도|창원시 성산구|적현동
1489|경상남도|창원시 성산구|중앙동
1490|경상남도|창원시 성산구|창곡동
1491|경상남도|창원시 성산구|천선동
1492|경상남도|창원시 성산구|토월동
1493|경상남도|창원시 성산구|퇴촌동
1494|경상남도|창원시 성산구|
1495|경상남도|창원시 의창구|내리동
1496|경상남도|창원시 의창구|대산면
1497|경상남도|창원시 의창구|덕정동
1498|경상남도|창원시 의창구|도계동
1499|경상남도|창원시 의창구|동읍
1500|경상남도|창원시 의창구|동정동
1501|경상남도|창원시 의창구|명곡동
1502|경상남도|창원시 의창구|명서동
1503|경상남도|창원시 의창구|반계동
1504|경상남도|창원시 의창구|봉곡동
1505|경상남도|창원시 의창구|봉림동
1506|경상남도|창원시 의창구|북동
1507|경상남도|창원시 의창구|북면
1508|경상남도|창원시 의창구|사림동
1509|경상남도|창원시 의창구|사화동
1510|경상남도|창원시 의창구|서곡동
1511|경상남도|창원시 의창구|서상동
1512|경상남도|창원시 의창구|소계동
1513|경상남도|창원시 의창구|소답동
1514|경상남도|창원시 의창구|용동
1515|경상남도|창원시 의창구|중동
1516|경상남도|창원시 의창구|차용동
1517|경상남도|창원시 의창구|퇴촌동
1518|경상남도|창원시 의창구|팔용동
1519|경상남도|창원시 의창구|
1520|경상남도|창원시 진해구|가주동
1521|경상남도|창원시 진해구|경화동
1522|경상남도|창원시 진해구|광화동
1523|경상남도|창원시 진해구|근화동
1524|경상남도|창원시 진해구|남문동
1525|경상남도|창원시 진해구|남빈동
1526|경상남도|창원시 진해구|남양동
1527|경상남도|창원시 진해구|대영동
1528|경상남도|창원시 진해구|대장동
1529|경상남도|창원시 진해구|대죽동
1530|경상남도|창원시 진해구|대천동
1531|경상남도|창원시 진해구|대흥동
1532|경상남도|창원시 진해구|덕산동
1533|경상남도|창원시 진해구|도만동
1534|경상남도|창원시 진해구|도천동
1535|경상남도|창원시 진해구|동상동
1536|경상남도|창원시 진해구|두동
1537|경상남도|창원시 진해구|마천동
1538|경상남도|창원시 진해구|명동
1539|경상남도|창원시 진해구|무송동
1540|경상남도|창원시 진해구|부흥동
1541|경상남도|창원시 진해구|북부동
1542|경상남도|창원시 진해구|서중동
1543|경상남도|창원시 진해구|석동
1544|경상남도|창원시 진해구|성내동
1545|경상남도|창원시 진해구|소사동
1546|경상남도|창원시 진해구|속천동
1547|경상남도|창원시 진해구|송죽동
1548|경상남도|창원시 진해구|송학동
1549|경상남도|창원시 진해구|수도동
1550|경상남도|창원시 진해구|수송동
1551|경상남도|창원시 진해구|숭인동
1552|경상남도|창원시 진해구|신흥동
1553|경상남도|창원시 진해구|안곡동
1554|경상남도|창원시 진해구|안골동
1555|경상남도|창원시 진해구|여좌동
1556|경상남도|창원시 진해구|연도동
1557|경상남도|창원시 진해구|용원동
1558|경상남도|창원시 진해구|원포동
1559|경상남도|창원시 진해구|이동
1560|경상남도|창원시 진해구|익선동
1561|경상남도|창원시 진해구|인사동
1562|경상남도|창원시 진해구|인의동
1563|경상남도|창원시 진해구|자은동
1564|경상남도|창원시 진해구|장천동
1565|경상남도|창원시 진해구|제덕동
1566|경상남도|창원시 진해구|제황산동
1567|경상남도|창원시 진해구|죽곡동
1568|경상남도|창원시 진해구|중앙동
1569|경상남도|창원시 진해구|중평동
1570|경상남도|창원시 진해구|창선동
1571|경상남도|창원시 진해구|청안동
1572|경상남도|창원시 진해구|충무동
1573|경상남도|창원시 진해구|충의동
1574|경상남도|창원시 진해구|태백동
1575|경상남도|창원시 진해구|태평동
1576|경상남도|창원시 진해구|통신동
1577|경상남도|창원시 진해구|평안동
1578|경상남도|창원시 진해구|풍호동
1579|경상남도|창원시 진해구|행암동
1580|경상남도|창원시 진해구|현동
1581|경상남도|창원시 진해구|화천동
1582|경상남도|창원시 진해구|회현동
1583|경상남도|창원시 진해구|
1584|경상남도|통영시|광도면
1585|경상남도|통영시|당동
1586|경상남도|통영시|도남동
1587|경상남도|통영시|도산면
1588|경상남도|통영시|도천동
1589|경상남도|통영시|동호동
1590|경상남도|통영시|명정동
1591|경상남도|통영시|무전동
1592|경상남도|통영시|문화동
1593|경상남도|통영시|미수동
1594|경상남도|통영시|봉평동
1595|경상남도|통영시|북신동
1596|경상남도|통영시|사량면
1597|경상남도|통영시|산양읍
1598|경상남도|통영시|서호동
1599|경상남도|통영시|욕지면
1600|경상남도|통영시|용남면
1601|경상남도|통영시|인평동
1602|경상남도|통영시|정량동
1603|경상남도|통영시|중앙동
1604|경상남도|통영시|태평동
1605|경상남도|통영시|평림동
1606|경상남도|통영시|한산면
1607|경상남도|통영시|항남동
1608|경상남도|통영시|
1609|경상남도|하동군|고전면
1610|경상남도|하동군|금남면
1611|경상남도|하동군|금성면
1612|경상남도|하동군|북천면
1613|경상남도|하동군|악양면
1614|경상남도|하동군|양보면
1615|경상남도|하동군|옥종면
1616|경상남도|하동군|적량면
1617|경상남도|하동군|진교면
1618|경상남도|하동군|청암면
1619|경상남도|하동군|하동읍
1620|경상남도|하동군|화개면
1621|경상남도|하동군|횡천면
1622|경상남도|하동군|
1623|경상남도|함안군|가야읍
1624|경상남도|함안군|군북면
1625|경상남도|함안군|대산면
1626|경상남도|함안군|법수면
1627|경상남도|함안군|산인면
1628|경상남도|함안군|여항면
1629|경상남도|함안군|칠북면
1630|경상남도|함안군|칠서면
1631|경상남도|함안군|칠원읍
1632|경상남도|함안군|함안면
1633|경상남도|함안군|
1634|경상남도|함양군|마천면
1635|경상남도|함양군|백전면
1636|경상남도|함양군|병곡면
1637|경상남도|함양군|서상면
1638|경상남도|함양군|서하면
1639|경상남도|함양군|수동면
1640|경상남도|함양군|안의면
1641|경상남도|함양군|유림면
1642|경상남도|함양군|지곡면
1643|경상남도|함양군|함양읍
1644|경상남도|함양군|휴천면
1645|경상남도|함양군|
1646|경상남도|합천군|가야면
1647|경상남도|합천군|가회면
1648|경상남도|합천군|대병면
1649|경상남도|합천군|대양면
1650|경상남도|합천군|덕곡면
1651|경상남도|합천군|묘산면
1652|경상남도|합천군|봉산면
1653|경상남도|합천군|삼가면
1654|경상남도|합천군|쌍백면
1655|경상남도|합천군|쌍책면
1656|경상남도|합천군|야로면
1657|경상남도|합천군|용주면
1658|경상남도|합천군|율곡면
1659|경상남도|합천군|적중면
1660|경상남도|합천군|청덕면
1661|경상남도|합천군|초계면
1662|경상남도|합천군|합천읍
1663|경상남도|합천군|
1664|경상북도|경산시|갑제동
1665|경상북도|경산시|계양동
1666|경상북도|경산시|남방동
1667|경상북도|경산시|남산면
1668|경상북도|경산시|남천면
1669|경상북도|경산시|내동
1670|경상북도|경산시|대동
1671|경상북도|경산시|대정동
1672|경상북도|경산시|대평동
1673|경상북도|경산시|백천동
1674|경상북도|경산시|사동
1675|경상북도|경산시|사정동
1676|경상북도|경산시|삼남동
1677|경상북도|경산시|삼북동
1678|경상북도|경산시|삼풍동
1679|경상북도|경산시|상방동
1680|경상북도|경산시|서상동
1681|경상북도|경산시|신교동
1682|경상북도|경산시|신천동
1683|경상북도|경산시|압량읍
1684|경상북도|경산시|여천동
1685|경상북도|경산시|옥곡동
1686|경상북도|경산시|옥산동
1687|경상북도|경산시|와촌면
1688|경상북도|경산시|용성면
1689|경상북도|경산시|유곡동
1690|경상북도|경산시|임당동
1691|경상북도|경산시|자인면
1692|경상북도|경산시|점촌동
1693|경상북도|경산시|정평동
1694|경상북도|경산시|조영동
1695|경상북도|경산시|중방동
1696|경상북도|경산시|중산동
1697|경상북도|경산시|진량읍
1698|경상북도|경산시|평산동
1699|경상북도|경산시|하양읍
1700|경상북도|경산시|
1701|경상북도|경주시|감포읍
1702|경상북도|경주시|강동면
1703|경상북도|경주시|건천읍
1704|경상북도|경주시|광명동
1705|경상북도|경주시|교동
1706|경상북도|경주시|구정동
1707|경상북도|경주시|구황동
1708|경상북도|경주시|남산동
1709|경상북도|경주시|내남면
1710|경상북도|경주시|노동동
1711|경상북도|경주시|노서동
1712|경상북도|경주시|덕동
1713|경상북도|경주시|도지동
1714|경상북도|경주시|동방동
1715|경상북도|경주시|동부동
1716|경상북도|경주시|동천동
1717|경상북도|경주시|마동
1718|경상북도|경주시|문무대왕면
1719|경상북도|경주시|배동
1720|경상북도|경주시|배반동
1721|경상북도|경주시|보문동
1722|경상북도|경주시|북군동
1723|경상북도|경주시|북부동
1724|경상북도|경주시|사정동
1725|경상북도|경주시|산내면
1726|경상북도|경주시|서면
1727|경상북도|경주시|서부동
1728|경상북도|경주시|서악동
1729|경상북도|경주시|석장동
1730|경상북도|경주시|성건동
1731|경상북도|경주시|성동동
1732|경상북도|경주시|손곡동
1733|경상북도|경주시|시동
1734|경상북도|경주시|시래동
1735|경상북도|경주시|신평동
1736|경상북도|경주시|안강읍
1737|경상북도|경주시|암곡동
1738|경상북도|경주시|양남면
1739|경상북도|경주시|외동읍
1740|경상북도|경주시|용강동
1741|경상북도|경주시|율동
1742|경상북도|경주시|인왕동
1743|경상북도|경주시|조양동
1744|경상북도|경주시|진현동
1745|경상북도|경주시|천군동
1746|경상북도|경주시|천북면
1747|경상북도|경주시|충효동
1748|경상북도|경주시|탑동
1749|경상북도|경주시|평동
1750|경상북도|경주시|하동
1751|경상북도|경주시|현곡면
1752|경상북도|경주시|황남동
1753|경상북도|경주시|황성동
1754|경상북도|경주시|황오동
1755|경상북도|경주시|황용동
1756|경상북도|경주시|효현동
1757|경상북도|경주시|
1758|경상북도|고령군|개진면
1759|경상북도|고령군|다산면
1760|경상북도|고령군|대가야읍
1761|경상북도|고령군|덕곡면
1762|경상북도|고령군|성산면
1763|경상북도|고령군|쌍림면
1764|경상북도|고령군|우곡면
1765|경상북도|고령군|운수면
1766|경상북도|고령군|
1767|경상북도|구미시|거의동
1768|경상북도|구미시|고아읍
1769|경상북도|구미시|공단동
1770|경상북도|구미시|광평동
1771|경상북도|구미시|구평동
1772|경상북도|구미시|구포동
1773|경상북도|구미시|금전동
1774|경상북도|구미시|남통동
1775|경상북도|구미시|도개면
1776|경상북도|구미시|도량동
1777|경상북도|구미시|무을면
1778|경상북도|구미시|봉곡동
1779|경상북도|구미시|부곡동
1780|경상북도|구미시|비산동
1781|경상북도|구미시|사곡동
1782|경상북도|구미시|산동읍
1783|경상북도|구미시|상모동
1784|경상북도|구미시|선기동
1785|경상북도|구미시|선산읍
1786|경상북도|구미시|송정동
1787|경상북도|구미시|수점동
1788|경상북도|구미시|시미동
1789|경상북도|구미시|신동
1790|경상북도|구미시|신평동
1791|경상북도|구미시|양호동
1792|경상북도|구미시|오태동
1793|경상북도|구미시|옥계동
1794|경상북도|구미시|옥성면
1795|경상북도|구미시|원평동
1796|경상북도|구미시|인의동
1797|경상북도|구미시|임수동
1798|경상북도|구미시|임은동
1799|경상북도|구미시|장천면
1800|경상북도|구미시|지산동
1801|경상북도|구미시|진평동
1802|경상북도|구미시|해평면
1803|경상북도|구미시|형곡동
1804|경상북도|구미시|황상동
1805|경상북도|구미시|
1806|경상북도|군위군|군위읍
1807|경상북도|군위군|부계면
1808|경상북도|군위군|산성면
1809|경상북도|군위군|삼국유사면
1810|경상북도|군위군|소보면
1811|경상북도|군위군|우보면
1812|경상북도|군위군|의흥면
1813|경상북도|군위군|효령면
1814|경상북도|군위군|
1815|경상북도|김천시|감문면
1816|경상북도|김천시|감천면
1817|경상북도|김천시|감호동
1818|경상북도|김천시|개령면
1819|경상북도|김천시|교동
1820|경상북도|김천시|구성면
1821|경상북도|김천시|남면
1822|경상북도|김천시|남산동
1823|경상북도|김천시|농소면
1824|경상북도|김천시|다수동
1825|경상북도|김천시|대광동
1826|경상북도|김천시|대덕면
1827|경상북도|김천시|대항면
1828|경상북도|김천시|덕곡동
1829|경상북도|김천시|모암동
1830|경상북도|김천시|문당동
1831|경상북도|김천시|백옥동
1832|경상북도|김천시|봉산면
1833|경상북도|김천시|부곡동
1834|경상북도|김천시|부항면
1835|경상북도|김천시|삼락동
1836|경상북도|김천시|성내동
1837|경상북도|김천시|신음동
1838|경상북도|김천시|아포읍
1839|경상북도|김천시|양천동
1840|경상북도|김천시|어모면
1841|경상북도|김천시|용두동
1842|경상북도|김천시|율곡동
1843|경상북도|김천시|응명동
1844|경상북도|김천시|조마면
1845|경상북도|김천시|증산면
1846|경상북도|김천시|지례면
1847|경상북도|김천시|지좌동
1848|경상북도|김천시|평화동
1849|경상북도|김천시|황금동
1850|경상북도|김천시|
1851|경상북도|문경시|가은읍
1852|경상북도|문경시|공평동
1853|경상북도|문경시|농암면
1854|경상북도|문경시|동로면
1855|경상북도|문경시|마성면
1856|경상북도|문경시|모전동
1857|경상북도|문경시|문경읍
1858|경상북도|문경시|불정동
1859|경상북도|문경시|산북면
1860|경상북도|문경시|산양면
1861|경상북도|문경시|신기동
1862|경상북도|문경시|영순면
1863|경상북도|문경시|영신동
1864|경상북도|문경시|우지동
1865|경상북도|문경시|유곡동
1866|경상북도|문경시|윤직동
1867|경상북도|문경시|점촌동
1868|경상북도|문경시|창동
1869|경상북도|문경시|호계면
1870|경상북도|문경시|흥덕동
1871|경상북도|문경시|
1872|경상북도|봉화군|명호면
1873|경상북도|봉화군|물야면
1874|경상북도|봉화군|법전면
1875|경상북도|봉화군|봉성면
1876|경상북도|봉화군|봉화읍
1877|경상북도|봉화군|상운면
1878|경상북도|봉화군|석포면
1879|경상북도|봉화군|소천면
1880|경상북도|봉화군|재산면
1881|경상북도|봉화군|춘양면
1882|경상북도|봉화군|
1883|경상북도|상주시|가장동
1884|경상북도|상주시|개운동
1885|경상북도|상주시|거동동
1886|경상북도|상주시|계산동
1887|경상북도|상주시|공검면
1888|경상북도|상주시|공성면
1889|경상북도|상주시|낙동면
1890|경상북도|상주시|낙상동
1891|경상북도|상주시|낙양동
1892|경상북도|상주시|남성동
1893|경상북도|상주시|남장동
1894|경상북도|상주시|남적동
1895|경상북도|상주시|내서면
1896|경상북도|상주시|냉림동
1897|경상북도|상주시|도남동
1898|경상북도|상주시|만산동
1899|경상북도|상주시|모동면
1900|경상북도|상주시|모서면
1901|경상북도|상주시|무양동
1902|경상북도|상주시|병성동
1903|경상북도|상주시|복룡동
1904|경상북도|상주시|부원동
1905|경상북도|상주시|사벌국면
1906|경상북도|상주시|서곡동
1907|경상북도|상주시|서문동
1908|경상북도|상주시|서성동
1909|경상북도|상주시|성동동
1910|경상북도|상주시|성하동
1911|경상북도|상주시|신봉동
1912|경상북도|상주시|양촌동
1913|경상북도|상주시|연원동
1914|경상북도|상주시|오대동
1915|경상북도|상주시|외남면
1916|경상북도|상주시|외답동
1917|경상북도|상주시|외서면
1918|경상북도|상주시|은척면
1919|경상북도|상주시|이안면
1920|경상북도|상주시|인봉동
1921|경상북도|상주시|인평동
1922|경상북도|상주시|죽전동
1923|경상북도|상주시|중덕동
1924|경상북도|상주시|중동면
1925|경상북도|상주시|지천동
1926|경상북도|상주시|청리면
1927|경상북도|상주시|초산동
1928|경상북도|상주시|함창읍
1929|경상북도|상주시|헌신동
1930|경상북도|상주시|화개동
1931|경상북도|상주시|화남면
1932|경상북도|상주시|화동면
1933|경상북도|상주시|화북면
1934|경상북도|상주시|화산동
1935|경상북도|상주시|화서면
1936|경상북도|상주시|흥각동
1937|경상북도|상주시|
1938|경상북도|성주군|가천면
1939|경상북도|성주군|금수면
1940|경상북도|성주군|대가면
1941|경상북도|성주군|벽진면
1942|경상북도|성주군|선남면
1943|경상북도|성주군|성주읍
1944|경상북도|성주군|수륜면
1945|경상북도|성주군|용암면
1946|경상북도|성주군|월항면
1947|경상북도|성주군|초전면
1948|경상북도|성주군|
1949|경상북도|안동시|광석동
1950|경상북도|안동시|금곡동
1951|경상북도|안동시|길안면
1952|경상북도|안동시|남문동
1953|경상북도|안동시|남부동
1954|경상북도|안동시|남선면
1955|경상북도|안동시|남후면
1956|경상북도|안동시|노하동
1957|경상북도|안동시|녹전면
1958|경상북도|안동시|당북동
1959|경상북도|안동시|대석동
1960|경상북도|안동시|도산면
1961|경상북도|안동시|동문동
1962|경상북도|안동시|동부동
1963|경상북도|안동시|명륜동
1964|경상북도|안동시|목성동
1965|경상북도|안동시|법상동
1966|경상북도|안동시|법흥동
1967|경상북도|안동시|북문동
1968|경상북도|안동시|북후면
1969|경상북도|안동시|삼산동
1970|경상북도|안동시|상아동
1971|경상북도|안동시|서부동
1972|경상북도|안동시|서후면
1973|경상북도|안동시|석동동
1974|경상북도|안동시|성곡동
1975|경상북도|안동시|송천동
1976|경상북도|안동시|송현동
1977|경상북도|안동시|수상동
1978|경상북도|안동시|수하동
1979|경상북도|안동시|신세동
1980|경상북도|안동시|신안동
1981|경상북도|안동시|안기동
1982|경상북도|안동시|안막동
1983|경상북도|안동시|안흥동
1984|경상북도|안동시|예안면
1985|경상북도|안동시|옥동
1986|경상북도|안동시|옥야동
1987|경상북도|안동시|옥정동
1988|경상북도|안동시|와룡면
1989|경상북도|안동시|용상동
1990|경상북도|안동시|운안동
1991|경상북도|안동시|운흥동
1992|경상북도|안동시|율세동
1993|경상북도|안동시|이천동
1994|경상북도|안동시|일직면
1995|경상북도|안동시|임동면
1996|경상북도|안동시|임하면
1997|경상북도|안동시|정상동
1998|경상북도|안동시|정하동
1999|경상북도|안동시|천리동
2000|경상북도|안동시|태화동
2001|경상북도|안동시|평화동
2002|경상북도|안동시|풍산읍
2003|경상북도|안동시|풍천면
2004|경상북도|안동시|화성동
2005|경상북도|안동시|
2006|경상북도|영덕군|강구면
2007|경상북도|영덕군|남정면
2008|경상북도|영덕군|달산면
2009|경상북도|영덕군|병곡면
2010|경상북도|영덕군|영덕읍
2011|경상북도|영덕군|영해면
2012|경상북도|영덕군|지품면
2013|경상북도|영덕군|창수면
2014|경상북도|영덕군|축산면
2015|경상북도|영덕군|
2016|경상북도|영양군|석보면
2017|경상북도|영양군|수비면
2018|경상북도|영양군|영양읍
2019|경상북도|영양군|일월면
2020|경상북도|영양군|입암면
2021|경상북도|영양군|청기면
2022|경상북도|영양군|
2023|경상북도|영주시|가흥동
2024|경상북도|영주시|고현동
2025|경상북도|영주시|단산면
2026|경상북도|영주시|문수면
2027|경상북도|영주시|문정동
2028|경상북도|영주시|봉현면
2029|경상북도|영주시|부석면
2030|경상북도|영주시|상망동
2031|경상북도|영주시|상줄동
2032|경상북도|영주시|순흥면
2033|경상북도|영주시|아지동
2034|경상북도|영주시|안정면
2035|경상북도|영주시|영주동
2036|경상북도|영주시|이산면
2037|경상북도|영주시|장수면
2038|경상북도|영주시|적서동
2039|경상북도|영주시|조암동
2040|경상북도|영주시|조와동
2041|경상북도|영주시|창진동
2042|경상북도|영주시|평은면
2043|경상북도|영주시|풍기읍
2044|경상북도|영주시|하망동
2045|경상북도|영주시|휴천동
2046|경상북도|영주시|
2047|경상북도|영천시|고경면
2048|경상북도|영천시|과전동
2049|경상북도|영천시|괴연동
2050|경상북도|영천시|교촌동
2051|경상북도|영천시|금노동
2052|경상북도|영천시|금호읍
2053|경상북도|영천시|녹전동
2054|경상북도|영천시|대전동
2055|경상북도|영천시|대창면
2056|경상북도|영천시|도남동
2057|경상북도|영천시|도동
2058|경상북도|영천시|도림동
2059|경상북도|영천시|망정동
2060|경상북도|영천시|매산동
2061|경상북도|영천시|문내동
2062|경상북도|영천시|문외동
2063|경상북도|영천시|범어동
2064|경상북도|영천시|본촌동
2065|경상북도|영천시|봉동
2066|경상북도|영천시|북안면
2067|경상북도|영천시|서산동
2068|경상북도|영천시|성내동
2069|경상북도|영천시|신기동
2070|경상북도|영천시|신녕면
2071|경상북도|영천시|쌍계동
2072|경상북도|영천시|야사동
2073|경상북도|영천시|언하동
2074|경상북도|영천시|오미동
2075|경상북도|영천시|오수동
2076|경상북도|영천시|완산동
2077|경상북도|영천시|임고면
2078|경상북도|영천시|자양면
2079|경상북도|영천시|작산동
2080|경상북도|영천시|조교동
2081|경상북도|영천시|창구동
2082|경상북도|영천시|채신동
2083|경상북도|영천시|청통면
2084|경상북도|영천시|화남면
2085|경상북도|영천시|화룡동
2086|경상북도|영천시|화북면
2087|경상북도|영천시|화산면
2088|경상북도|영천시|
2089|경상북도|예천군|감천면
2090|경상북도|예천군|개포면
2091|경상북도|예천군|보문면
2092|경상북도|예천군|예천읍
2093|경상북도|예천군|용궁면
2094|경상북도|예천군|용문면
2095|경상북도|예천군|유천면
2096|경상북도|예천군|은풍면
2097|경상북도|예천군|지보면
2098|경상북도|예천군|풍양면
2099|경상북도|예천군|호명면
2100|경상북도|예천군|효자면
2101|경상북도|예천군|
2102|경상북도|울릉군|북면
2103|경상북도|울릉군|서면
2104|경상북도|울릉군|울릉읍
2105|경상북도|울릉군|
2106|경상북도|울진군|근남면
2107|경상북도|울진군|금강송면
2108|경상북도|울진군|기성면
2109|경상북도|울진군|매화면
2110|경상북도|울진군|북면
2111|경상북도|울진군|온정면
2112|경상북도|울진군|울진읍
2113|경상북도|울진군|죽변면
2114|경상북도|울진군|평해읍
2115|경상북도|울진군|후포면
2116|경상북도|울진군|
2117|경상북도|의성군|가음면
2118|경상북도|의성군|구천면
2119|경상북도|의성군|금성면
2120|경상북도|의성군|다인면
2121|경상북도|의성군|단밀면
2122|경상북도|의성군|단북면
2123|경상북도|의성군|단촌면
2124|경상북도|의성군|봉양면
2125|경상북도|의성군|비안면
2126|경상북도|의성군|사곡면
2127|경상북도|의성군|신평면
2128|경상북도|의성군|안계면
2129|경상북도|의성군|안사면
2130|경상북도|의성군|안평면
2131|경상북도|의성군|옥산면
2132|경상북도|의성군|의성읍
2133|경상북도|의성군|점곡면
2134|경상북도|의성군|춘산면
2135|경상북도|의성군|
2136|경상북도|청도군|각남면
2137|경상북도|청도군|각북면
2138|경상북도|청도군|금천면
2139|경상북도|청도군|매전면
2140|경상북도|청도군|운문면
2141|경상북도|청도군|이서면
2142|경상북도|청도군|청도읍
2143|경상북도|청도군|풍각면
2144|경상북도|청도군|화양읍
2145|경상북도|청도군|
2146|경상북도|청송군|부남면
2147|경상북도|청송군|안덕면
2148|경상북도|청송군|주왕산면
2149|경상북도|청송군|진보면
2150|경상북도|청송군|청송읍
